loan_ref,product_code,date_approved,date_disbursed,first_payment_due,maturity_date,amount_usd,annual_rate_pct,term_months,payment_frequency,loan_purpose,client_gender,client_dob,marital_status,num_dependents,employment_sector,months_at_employer,monthly_income_usd,existing_obligations,collateral_type,disbursement_channel,province,defaulted
BS51136,0,12/1/2026,30/1/2026,11/3/2026,24/7/2027,1815.48,99.44,18,Bi-Weekly,Wedding,Female,1-Oct-82,Married,0,Transport,,378.52,2,Property,Bank_Transfer,Bulawayo,0
SK34987,5,18/1/2025,1/2/2025,2/3/2025,2/4/2025,290.46,156.14,2,Weekly,,Male,18-Oct-66,Divorced,,Agriculture,39,141.25,1,Vehicle,InnBucks,Harare,1
FV25564,3,12/3/2025,15/3/2025,16/4/2025,10/3/2026,1077.32,19.37,12,Monthly,School_Fees,Male,5-Oct-85,Married,3,Manufacturing,74,513.25,5,Guarantor,Cash,Matabeleland_South,0
CA75397,3,7/8/2025,28/8/2025,9/10/2025,23/8/2026,3643.37,14.03,12,Monthly,Rent,Female,15-Aug-85,Divorced,5,Government,138,895.28,1,Guarantor,Cash,Manicaland,0
RA52432,2,10/5/2025,20/5/2025,17/6/2025,15/5/2026,2659.38,10.76,12,Bi-Weekly,Farming_Inputs,Female,24-Aug-69,Married,4,Manufacturing,101,320.63,1,Vehicle,Cash,Matabeleland_North,0
QN27541,1,25/1/2026,9/2/2026,18/3/2026,24/1/2029,13791.7,127.4,36,Monthly,Business_Expansion,Female,25-Jan-05,Single,,Mining,10,681.28,2,Guarantor,Bank_Transfer,Mashonaland_East,0
AD71221,1,29/1/2025,18/2/2025,3/4/2025,3/2/2028,9387.6,125.96,36,Monthly,Business_Expansion,Female,10-Aug-94,Married,2,Manufacturing,32,,0,Property,EcoCash,Harare,1
LV65477,5,30/6/2025,3/7/2025,28/7/2025,1/10/2025,647.12,126.76,3,Monthly,Personal,Female,6-Aug-72,Widowed,3,Retail_Trade,69,404.5,0,None,EcoCash,Matabeleland_South,0
CN02813,0,7/7/2025,28/7/2025,25/8/2025,23/7/2026,3936.37,14.64,12,Monthly,Medical,Male,14-May-84,Married,7,Government,115,665.57,3,Vehicle,EcoCash,Mashonaland_East,0
OS19435,3,24/7/2025,7/8/2025,4/9/2025,2/8/2026,1671.92,13.23,12,Bi-Weekly,Personal,Male,19-Jun-83,Married,2,Informal_Sector,30,,0,None,EcoCash,Manicaland,0
WV66782,3,27/8/2025,12/9/2025,7/10/2025,6/3/2027,1048.66,12.49,18,Monthly,Personal,Male,28-Mar-82,Single,6,Agriculture,28,424.63,0,None,EcoCash,Mashonaland_Central,0
YH83165,4,6/4/2025,24/4/2025,28/5/2025,8/4/2028,11593.44,15.51,36,Bi-Weekly,Equipment,Male,21-Oct-82,Married,8,Informal_Sector,8,369.98,1,Guarantor,InnBucks,Harare,0
EU60533,1,6/7/2025,20/7/2025,16/8/2025,15/7/2026,4046.95,97.69,12,Monthly,Business_Expansion,Male,11-Nov-62,Married,,Government,117,808.32,0,,InnBucks,Harare,0
VI15528,4,20/12/2024,23/12/2024,17/1/2025,13/12/2026,1949.05,84.92,24,Weekly,Home_Improvement,Female,16-Mar-86,Divorced,5,Agriculture,110,122.9,4,None,Cash,Masvingo,1
LT23901,3,9/11/2025,30/11/2025,25/12/2025,25/11/2026,1884.23,16.66,12,Monthly,Medical,Male,19-May-92,Married,1,Agriculture,69,,1,None,Bank_Transfer,Bulawayo,0
PY99442,0,17/12/2024,20/12/2024,28/1/2025,18/6/2025,422.15,101.57,6,Bi-Weekly,Livestock,Male,12-Mar-87,Married,3,Agriculture,52,167.57,1,None,InnBucks,Harare,0
FZ26086,4,9/9/2025,18/9/2025,18/10/2025,12/3/2027,15728.41,16.32,18,Monthly,Home_Improvement,Female,12-Feb-99,Single,2,Transport,11,499.48,4,Property,OneMoney,Midlands,0
LY82564,3,10/7/2025,21/7/2025,25/8/2025,16/7/2026,1009.13,17.48,12,Bi-Weekly,Medical,Female,30-Sep-76,Divorced,1,Informal_Sector,6,345.11,0,Guarantor,Cash,Bulawayo,0
HQ76268,3,30/8/2025,15/9/2025,27/10/2025,14/3/2026,1020.03,14.12,6,Monthly,School_Fees,Female,27-Feb-83,Married,6,Retail_Trade,35,399.05,0,,Bank_Transfer,Harare,0
WV06538,1,14/1/2026,28/1/2026,10/3/2026,12/1/2029,18509.9,142.09,36,Monthly,Business_Expansion,Male,28-Aug-86,Married,3,Construction,35,791.09,3,Property,EcoCash,Mashonaland_East,0
KR53192,0,12/11/2024,14/11/2024,23/12/2024,8/5/2026,2052.83,124.25,18,Bi-Weekly,School_Fees,Female,29-Oct-81,Married,6,Informal_Sector,26,389.27,1,None,EcoCash,Harare,0
IT25972,4,25/8/2025,10/9/2025,14/10/2025,31/8/2027,1613.26,95.74,24,Weekly,Equipment,Female,26-Apr-83,Married,5,Informal_Sector,32,121.18,0,None,Cash,Mashonaland_Central,0
XQ33114,1,11/7/2025,26/7/2025,28/8/2025,17/1/2027,2387.4,14.76,18,Monthly,Stock_Purchase,Male,21-Jun-89,Single,4,Retail_Trade,32,351.75,2,None,Cash,Masvingo,0
FU54875,1,25/11/2024,6/12/2024,17/1/2025,1/12/2025,10111.79,125.77,12,Monthly,Equipment,Female,1-Jan-65,Married,,Retail_Trade,70,774.16,1,Property,Cash,Matabeleland_North,0
WB43538,2,13/1/2025,28/1/2025,27/2/2025,25/10/2025,13896.12,134.1,9,Monthly,Livestock,Male,7-Aug-93,Married,6,Manufacturing,54,791.65,3,Livestock,EcoCash,Bulawayo,0
BR85741,1,8/9/2025,17/9/2025,18/10/2025,7/9/2027,16499.25,11.69,24,Monthly,Equipment,Female,29-Aug-92,Married,2,Finance,39,1579.24,4,Guarantor,EcoCash,Bulawayo,0
AL43344,4,20/12/2025,25/12/2025,5/2/2026,15/12/2027,8422.3,14.32,24,Monthly,Vehicle,Male,21-Aug-67,Married,,Retail_Trade,53,356.27,2,Guarantor,InnBucks,Harare,0
FN24920,0,26/8/2025,15/9/2025,17/10/2025,9/3/2027,935.58,17.18,18,Monthly,Wedding,Female,13-Mar-72,Married,3,Transport,134,313.77,2,Livestock,Bank_Transfer,Mashonaland_West,0
IH56622,3,29/6/2025,1/7/2025,14/8/2025,23/12/2026,2237.23,14.69,18,Monthly,Personal,Male,23-Feb-77,Married,4,Government,151,438.01,1,Guarantor,EcoCash,Manicaland,0
KM81765,2,21/12/2024,4/1/2025,2/2/2025,3/7/2025,2051.66,14.66,6,Monthly,Working_Capital,Male,24-Oct-83,Married,3,Construction,146,445.18,0,Guarantor,InnBucks,Mashonaland_Central,0
TQ49042,4,8/3/2025,21/3/2025,25/4/2025,16/3/2026,3679.36,15.88,12,Monthly,Equipment,Female,18-Jun-85,Married,2,Healthcare,82,,2,None,EcoCash,Midlands,0
IN35825,2,4/2/2026,17/2/2026,20/3/2026,12/2/2027,4302.43,12.49,12,Monthly,Livestock,Male,19-Aug-66,Married,2,,54,682.35,2,Livestock,EcoCash,Harare,0
HD04955,1,31/8/2025,2/9/2025,16/10/2025,28/8/2026,6782.26,16.17,12,Monthly,Business_Expansion,Male,26-Apr-81,Divorced,4,Retail_Trade,53,640.86,0,Property,EcoCash,Manicaland,0
PG31280,0,25/3/2025,14/4/2025,14/5/2025,6/10/2026,4245.18,120.74,18,Monthly,Livestock,Male,3-Jun-72,Married,4,Mining,14,1050.84,2,None,InnBucks,Matabeleland_North,0
EZ47964,2,2/10/2024,13/10/2024,26/11/2024,10/7/2025,1838.54,84.95,9,Monthly,Livestock,Female,16-Sep-97,Divorced,3,Government,78,583.88,0,Vehicle,InnBucks,Bulawayo,0
BO53182,1,19/10/2024,24/10/2024,4/12/2024,19/10/2025,588.31,124.57,12,Monthly,Stock_Purchase,Male,9-Aug-83,Married,3,Informal_Sector,28,80.1,1,Guarantor,EcoCash,Harare,1
JA18166,1,15/11/2024,29/11/2024,1/1/2025,24/11/2025,3335.85,117.3,12,Monthly,Stock_Purchase,Female,9-Dec-91,Married,2,Agriculture,98,256.64,6,None,EcoCash,Mashonaland_West,1
EU57688,1,15/6/2025,26/6/2025,8/8/2025,10/6/2028,6101.17,11.63,36,Bi-Weekly,Stock_Purchase,Male,6-Aug-65,Widowed,6,Retail_Trade,17,431.95,6,None,Bank_Transfer,Bulawayo,0
QW84796,2,23/7/2025,25/7/2025,1/9/2025,15/7/2027,16064.57,15.34,24,Monthly,,Female,17-Nov-79,Widowed,7,Finance,86,1213.96,3,Livestock,InnBucks,Bulawayo,0
GS28035,1,13/1/2025,29/1/2025,1/3/2025,28/7/2025,2122.47,10.7,6,Monthly,Business_Expansion,Male,12-Jun-06,Single,,Informal_Sector,8,156.39,2,Savings,EcoCash,Bulawayo,0
BG81982,2,23/3/2025,8/4/2025,22/5/2025,3/4/2026,3930.58,12.88,12,Monthly,Equipment,Male,29-Oct-02,Single,1,Informal_Sector,27,,0,Livestock,Bank_Transfer,Masvingo,0
EW97347,5,20/8/2025,29/8/2025,6/10/2025,28/10/2025,807.42,176.87,2,Bi-Weekly,Medical,Male,21-Mar-74,Married,5,Manufacturing,36,,1,Livestock,Cash,Masvingo,1
MG26232,3,6/7/2025,19/7/2025,17/8/2025,9/7/2027,2946.33,15.88,24,Monthly,Debt_Consolidation,Male,29-Jul-97,Married,2,NGO,59,1521.21,4,None,EcoCash,Mashonaland_Central,0
RO55569,4,18/10/2024,1/11/2024,7/12/2024,22/10/2026,39034.92,18.83,24,Monthly,Home_Improvement,Female,6-Jun-80,Single,1,Finance,84,1479.81,1,Livestock,Bank_Transfer,Harare,0
IK30858,2,14/11/2025,16/11/2025,20/12/2025,15/5/2026,1667.26,121.2,6,Monthly,Equipment,Female,18-Jan-94,Single,3,Agriculture,79,201.6,3,Savings,EcoCash,Bulawayo,1
LM87673,3,31/7/2025,5/8/2025,11/9/2025,31/7/2026,4398,14.35,12,Monthly,Personal,Male,9-May-95,Married,3,Mining,21,1578.8,2,Savings,Cash,Harare,1
CW93504,0,3/3/2025,9/3/2025,4/4/2025,5/9/2025,1943.84,90.96,6,Monthly,Personal,Male,13-Jul-93,Married,0,Government,117,390.04,2,Guarantor,Bank_Transfer,Mashonaland_West,1
SW95545,4,30/11/2024,5/12/2024,2/1/2025,20/11/2027,6362.97,15.34,36,Monthly,Equipment,Female,1-Dec-75,Married,1,Mining,32,389.05,1,Livestock,EcoCash,Bulawayo,0
IP88635,0,26/11/2024,6/12/2024,16/1/2025,4/6/2025,944.57,14.04,6,Monthly,Working_Capital,Male,10-Nov-88,Single,5,,105,352.86,2,Vehicle,InnBucks,Mashonaland_West,0
RC43360,1,13/8/2025,26/8/2025,28/9/2025,21/8/2026,10954.54,90.35,12,Monthly,Equipment,Female,13-Nov-81,Married,4,Government,67,684.1,0,Vehicle,EcoCash,Matabeleland_North,0
YK24624,1,15/5/2025,23/5/2025,28/6/2025,19/11/2025,16328.32,13.96,6,Bi-Weekly,Stock_Purchase,Male,18-Jan-60,Married,3,Government,45,853.13,1,Savings,EcoCash,Midlands,0
VD29141,2,27/10/2024,31/10/2024,12/12/2024,21/10/2026,4200.97,12.37,24,Monthly,Working_Capital,Male,20-Mar-89,Divorced,1,Retail_Trade,33,580.69,5,Livestock,EcoCash,Bulawayo,0
IO04308,1,10/7/2025,30/7/2025,28/8/2025,20/7/2027,20209.85,,24,Bi-Weekly,Stock_Purchase,Male,24-Aug-69,Married,,Retail_Trade,62,893.55,1,Property,InnBucks,Manicaland,0
NC21934,1,16/3/2025,5/4/2025,3/5/2025,27/9/2026,7193.72,105.96,18,Monthly,Business_Expansion,Female,27-Feb-03,Divorced,0,Agriculture,6,461.21,0,Vehicle,EcoCash,Bulawayo,0
VA49777,3,22/12/2024,24/12/2024,6/2/2025,17/6/2026,1335.35,17.11,18,Weekly,Medical,Female,26-Oct-93,Married,0,Agriculture,61,277.43,2,None,Cash,Harare,1
WY39381,3,4/11/2024,13/11/2024,8/12/2024,12/5/2025,523.7,18.25,6,Monthly,Rent,Female,6-Aug-68,Divorced,,Agriculture,37,131.46,2,Guarantor,Bank_Transfer,Mashonaland_Central,0
HW02409,1,27/1/2025,4/2/2025,18/3/2025,25/1/2027,3132.19,120.49,24,Monthly,Business_Expansion,Male,8-Apr-87,Married,2,Informal_Sector,6,122.7,5,Guarantor,InnBucks,Harare,0
BU41604,2,29/12/2024,18/1/2025,4/3/2025,8/1/2027,8154.68,71.22,24,Monthly,Livestock,Female,25-Jul-84,Married,3,Telecom,75,1457.54,1,Guarantor,Bank_Transfer,Mashonaland_West,0
DF16764,0,17/10/2024,31/10/2024,11/12/2024,29/4/2025,323.44,144.1,6,Monthly,Personal,Male,9-May-85,Divorced,,Informal_Sector,32,115.41,2,Guarantor,OneMoney,Masvingo,0
SU12103,2,25/1/2026,3/2/2026,2/3/2026,29/1/2027,1119.33,12.39,12,Monthly,Farming_Inputs,Male,9-Feb-71,Married,1,Transport,59,331.24,0,Guarantor,EcoCash,Masvingo,1
AO46822,0,23/9/2024,8/10/2024,3/11/2024,3/10/2025,1167.59,127.02,12,Monthly,Equipment,Male,22-May-08,Single,0,Informal_Sector,3,535.23,6,Savings,Cash,Mashonaland_Central,0
AB58557,3,23/6/2025,2/7/2025,28/7/2025,22/6/2027,349.06,15.15,24,Bi-Weekly,Personal,Male,22-Oct-87,Married,1,Informal_Sector,22,,3,Vehicle,Cash,Manicaland,0
PV72612,4,17/5/2025,21/5/2025,16/6/2025,11/5/2027,2557.22,,24,Monthly,Home_Improvement,Male,27-Jun-71,Divorced,2,Government,19,264.75,6,Savings,EcoCash,Mashonaland_West,1
SF40543,0,21/6/2025,29/6/2025,28/7/2025,27/9/2025,1542.93,92.69,3,Bi-Weekly,Livestock,Male,26-Oct-90,,2,Manufacturing,46,731.57,0,None,EcoCash,Manicaland,1
MY41464,1,20/12/2025,9/1/2026,10/2/2026,8/7/2026,5076.7,100.77,6,Monthly,Equipment,Male,20-Sep-77,Divorced,2,Government,55,327.84,4,Guarantor,OneMoney,Midlands,0
ZG72450,0,24/1/2025,9/2/2025,6/3/2025,8/8/2025,2101.74,16.01,6,Bi-Weekly,Home_Improvement,Female,18-Jul-04,Single,3,Finance,17,809.96,0,Guarantor,EcoCash,Midlands,0
VH09098,4,30/6/2025,3/7/2025,28/7/2025,17/6/2028,14250.59,20.97,36,Monthly,Equipment,Female,9-Oct-92,Married,4,Government,53,770.98,1,Property,OneMoney,Bulawayo,0
CR83969,0,29/12/2025,8/1/2026,4/2/2026,8/4/2026,5524.81,85.41,3,Weekly,Business_Expansion,Female,10-May-94,Married,1,Transport,48,739.98,1,Vehicle,EcoCash,Midlands,1
OT79940,5,5/12/2025,12/12/2025,18/1/2026,12/3/2026,545.17,132.6,3,Monthly,Rent,Male,2-Dec-92,Married,0,Agriculture,35,244.58,1,None,InnBucks,Masvingo,0
HN37069,0,25/9/2025,30/9/2025,26/10/2025,25/9/2026,933.12,18.53,12,Monthly,Working_Capital,Male,23-Feb-83,Widowed,,Retail_Trade,127,,4,Guarantor,EcoCash,Mashonaland_West,0
FL28602,3,1/1/2025,11/1/2025,23/2/2025,5/7/2026,1310.16,15.25,18,Monthly,Debt_Consolidation,Male,11-Feb-98,Married,2,Informal_Sector,28,349.16,5,Guarantor,EcoCash,Bulawayo,0
GC68999,2,15/6/2025,25/6/2025,28/7/2025,17/12/2026,12723.35,137.07,18,Monthly,Working_Capital,Male,5-Dec-79,Divorced,4,Retail_Trade,36,1092.28,3,Savings,EcoCash,Manicaland,0
MS28158,3,18/1/2026,4/2/2026,5/3/2026,3/8/2026,1545.44,16.46,6,Monthly,Rent,Male,30-Oct-97,Single,2,Retail_Trade,66,474.34,1,None,Bank_Transfer,Mashonaland_Central,1
ME51107,1,6/10/2025,14/10/2025,27/11/2025,9/10/2026,1842.53,123.28,12,Monthly,Business_Expansion,Female,20-Jan-91,Widowed,1,Agriculture,31,146.31,4,None,Bank_Transfer,Midlands,1
PS09307,0,23/7/2025,7/8/2025,1/9/2025,3/2/2026,1922.11,81.17,6,Monthly,Stock_Purchase,Male,26-Sep-87,Married,6,Transport,115,564.64,2,Guarantor,EcoCash,Harare,0
JD02732,0,29/1/2026,5/2/2026,3/3/2026,31/1/2027,3202.61,155.29,12,Monthly,Equipment,Male,21-Feb-78,Married,3,Education,103,603.46,2,Guarantor,EcoCash,Mashonaland_West,0
NO86844,3,5/1/2026,23/1/2026,22/2/2026,18/1/2027,1056.65,15.05,12,Monthly,Personal,Male,22-Jan-81,Married,0,Agriculture,100,388.71,0,Savings,Cash,Matabeleland_North,0
RD87273,3,30/3/2025,18/4/2025,27/5/2025,10/10/2026,737.34,15.45,18,Monthly,Medical,Male,8-Mar-92,Married,2,Informal_Sector,35,228.19,2,,Bank_Transfer,Harare,0
YF44384,1,25/12/2024,9/1/2025,19/2/2025,25/12/2027,8891.93,96.77,36,Monthly,Business_Expansion,Male,24-May-83,Married,2,Agriculture,101,414.8,3,None,Bank_Transfer,Matabeleland_South,1
SK19361,3,4/1/2025,14/1/2025,10/2/2025,9/1/2026,2577.81,12.65,12,Monthly,Debt_Consolidation,Male,10-Jun-77,Married,5,Government,99,,6,None,InnBucks,Mashonaland_West,0
QP68341,3,15/2/2025,21/2/2025,28/3/2025,15/8/2026,2263.96,12.58,18,Monthly,Medical,Male,27-Apr-86,Married,3,Finance,104,952.77,0,Guarantor,InnBucks,Mashonaland_West,0
LS82575,1,14/11/2024,29/11/2024,28/12/2024,23/5/2026,7243.7,107.1,18,Monthly,,Male,12-Sep-83,Married,4,Retail_Trade,26,638.08,0,Savings,EcoCash,Mashonaland_Central,0
FE73470,3,31/10/2024,10/11/2024,9/12/2024,4/5/2026,400.31,104.92,18,Weekly,Medical,Male,16-Apr-00,Married,1,Transport,9,112.01,3,Guarantor,EcoCash,Harare,0
OR89396,5,22/1/2026,11/2/2026,13/3/2026,12/5/2026,295.59,123.45,3,Monthly,Rent,Male,4-Dec-83,Married,4,Agriculture,98,181.47,4,None,EcoCash,Midlands,1
MN60225,0,6/12/2024,12/12/2024,24/1/2025,12/3/2025,1625.57,82.14,3,Monthly,Equipment,Male,21-Aug-95,Married,3,Manufacturing,89,305.86,6,Guarantor,InnBucks,Harare,0
QY30601,5,26/6/2025,14/7/2025,27/8/2025,12/10/2025,201.39,125.03,3,Monthly,Personal,Male,17-Mar-92,Married,3,Agriculture,57,211.28,0,Savings,Bank_Transfer,Harare,0
FF93204,2,24/9/2024,12/10/2024,26/11/2024,10/4/2025,7302.04,10.39,6,Weekly,Farming_Inputs,Male,16-Jan-75,Married,1,,12,966.1,2,Savings,Bank_Transfer,Mashonaland_East,0
VV68878,1,26/3/2025,14/4/2025,11/5/2025,29/3/2028,8998.95,16.16,36,Monthly,Business_Expansion,Female,23-Aug-90,Single,2,Retail_Trade,136,560.61,4,Vehicle,Bank_Transfer,Midlands,0
ZQ52441,0,1/8/2025,4/8/2025,9/9/2025,31/1/2026,5666.77,110.86,6,Monthly,Funeral,Male,18-Oct-80,Married,3,Government,84,755.06,0,Guarantor,Bank_Transfer,Manicaland,0
CQ04977,0,8/10/2024,10/10/2024,18/11/2024,8/1/2025,2060.83,16.24,3,Monthly,,Male,6-Jan-85,,5,Education,105,422.07,2,Savings,InnBucks,Mashonaland_East,0
JA64871,0,11/1/2025,21/1/2025,1/3/2025,16/1/2026,1875.27,104.29,12,Monthly,Stock_Purchase,Male,5-Nov-03,Single,3,Retail_Trade,12,568.23,0,None,Bank_Transfer,Harare,1
ZU08490,0,14/10/2025,25/10/2025,28/11/2025,20/10/2026,6800.67,108.73,12,Monthly,Wedding,Male,24-Oct-60,Married,4,Manufacturing,90,823.89,8,Vehicle,Bank_Transfer,Harare,0
ZM58915,3,1/12/2025,13/12/2025,14/1/2026,3/12/2027,546.6,16.61,24,Monthly,School_Fees,Female,27-Jul-85,Divorced,8,Informal_Sector,56,154.11,1,Guarantor,EcoCash,Manicaland,0
YS77419,1,3/3/2025,10/3/2025,11/4/2025,6/9/2025,668.3,106.05,6,Weekly,Working_Capital,Male,2-Apr-91,Divorced,1,Agriculture,41,97.73,1,Guarantor,Bank_Transfer,Matabeleland_South,0
ZF92241,4,2/7/2025,8/7/2025,6/8/2025,28/6/2027,13727.8,14.35,24,Monthly,Equipment,Male,14-May-85,Married,5,Healthcare,59,968.39,1,Property,EcoCash,Matabeleland_North,0
HC74578,3,30/1/2026,5/2/2026,9/3/2026,4/8/2026,2262.86,16.05,6,Monthly,Personal,Female,18-Sep-81,Married,5,Informal_Sector,21,659.8,0,Guarantor,EcoCash,Harare,0
YB06852,4,23/6/2025,4/7/2025,5/8/2025,18/6/2028,30282.29,12.77,36,Monthly,Vehicle,Female,17-Apr-88,Married,4,Healthcare,15,1042.77,2,Property,Cash,Bulawayo,0
SS00177,0,19/12/2025,3/1/2026,3/2/2026,2/7/2026,297.77,104.27,6,Monthly,Equipment,Male,18-Jan-72,Married,5,Informal_Sector,,168.47,2,None,EcoCash,Bulawayo,0
QS37027,4,7/1/2026,14/1/2026,23/2/2026,24/12/2029,17294.14,16.4,48,Monthly,Vehicle,Female,17-Aug-78,Single,3,NGO,,763.04,3,Livestock,OneMoney,Mashonaland_West,0
ZH80481,4,30/1/2025,2/2/2025,16/3/2025,28/1/2026,42007.74,18.95,12,Monthly,Home_Improvement,Male,9-Aug-86,Single,4,Mining,,1942.72,2,Savings,Bank_Transfer,Mashonaland_West,0
EM08986,3,25/12/2025,29/12/2025,28/1/2026,24/12/2026,1671.62,15.73,12,Monthly,Medical,Female,3-Feb-65,Divorced,2,Transport,64,509.9,5,None,InnBucks,Masvingo,0
MI89725,4,8/4/2025,13/4/2025,26/5/2025,23/3/2029,4904.96,17.76,48,Monthly,Equipment,Female,5-Aug-83,Widowed,3,Manufacturing,40,292.89,1,Guarantor,EcoCash,Manicaland,0
MF02916,1,15/3/2025,31/3/2025,27/4/2025,27/9/2025,2100.51,106.44,6,Monthly,Stock_Purchase,Male,7-Apr-71,Single,2,Informal_Sector,31,107.9,1,,Cash,Bulawayo,1
DE03901,0,13/4/2025,4/5/2025,28/5/2025,2/8/2025,2639.8,111.33,3,Bi-Weekly,Wedding,Female,19-Nov-85,Married,4,Government,195,507.4,0,None,EcoCash,Mashonaland_West,1
YY94095,3,25/3/2025,15/4/2025,20/5/2025,10/4/2026,1338.54,12.33,12,Monthly,Rent,Female,6-Jan-94,Married,4,Government,85,,1,Guarantor,EcoCash,Harare,0
FN75692,0,6/5/2025,18/5/2025,20/6/2025,14/11/2025,299.79,14.78,6,Monthly,School_Fees,Male,22-Jan-69,Married,5,Agriculture,72,126.68,1,None,EcoCash,Bulawayo,1
EF19026,2,23/10/2024,24/10/2024,25/11/2024,21/7/2025,1604.7,17.04,9,Monthly,Farming_Inputs,Male,31-Jan-98,Divorced,2,Retail_Trade,8,177.48,1,None,EcoCash,Midlands,0
EG42119,2,8/1/2026,27/1/2026,5/3/2026,22/1/2027,2915.83,97.92,12,Monthly,,Male,20-Dec-86,Divorced,1,Retail_Trade,,213.01,0,Savings,Bank_Transfer,Bulawayo,0
FJ66067,2,29/1/2026,11/2/2026,15/3/2026,5/8/2027,18455.25,67.17,18,Bi-Weekly,Farming_Inputs,Male,5-Sep-88,Single,5,Finance,90,1192.8,0,Livestock,Bank_Transfer,Harare,0
YE41943,3,18/11/2024,1/12/2024,27/12/2024,21/11/2026,1645.1,17.19,24,Monthly,Medical,Male,20-Jun-79,Married,5,Retail_Trade,135,488.24,0,Guarantor,EcoCash,Mashonaland_Central,0
KY16303,3,12/8/2025,2/9/2025,2/10/2025,24/2/2027,3034.62,87.36,18,Monthly,Debt_Consolidation,Female,24-Aug-87,Married,3,Construction,84,547.44,2,Savings,Cash,Harare,0
AC39844,0,20/8/2025,24/8/2025,23/9/2025,22/11/2025,3366.87,172.93,3,Monthly,Vehicle,Female,8-Nov-79,Married,6,Telecom,47,1007.51,1,None,Cash,Masvingo,1
NI09938,3,13/7/2025,19/7/2025,25/8/2025,9/7/2027,1040.18,13.73,24,Monthly,Personal,Male,28-Nov-79,Divorced,3,Government,119,320.14,0,Guarantor,EcoCash,Mashonaland_East,0
RE31225,0,15/4/2025,26/4/2025,21/5/2025,23/10/2025,3712.71,115.74,6,Monthly,Personal,Male,14-Dec-92,Married,2,Transport,68,843.28,2,None,InnBucks,Harare,0
KB30073,1,22/9/2025,28/9/2025,6/11/2025,18/9/2027,3572.78,131.17,24,Monthly,Business_Expansion,Female,8-Apr-72,Divorced,0,Retail_Trade,49,332.59,1,Property,Cash,Mashonaland_West,0
CJ66123,3,6/1/2025,7/1/2025,20/2/2025,28/12/2026,2768.69,17.12,24,Monthly,Personal,Female,17-Nov-04,Single,1,Education,10,707.48,1,Guarantor,EcoCash,Manicaland,0
NK46866,0,19/4/2025,7/5/2025,10/6/2025,27/4/2027,1047.23,86.89,24,Bi-Weekly,Debt_Consolidation,Female,3-Dec-83,Married,4,Informal_Sector,15,242.17,4,Livestock,EcoCash,Harare,0
KF25351,0,9/10/2024,17/10/2024,14/11/2024,15/1/2025,1645.42,139.19,3,Monthly,School_Fees,Male,5-Nov-62,Married,3,Informal_Sector,14,399.76,1,None,Bank_Transfer,Harare,0
DA23681,4,10/11/2025,12/11/2025,17/12/2025,22/10/2029,7515.89,16.83,48,Monthly,Home_Improvement,Male,23-Jul-87,Single,1,Telecom,24,733.21,1,Vehicle,EcoCash,Mashonaland_Central,0
NX81501,3,31/8/2025,18/9/2025,28/10/2025,8/9/2027,1427.13,16.24,24,Weekly,Debt_Consolidation,Male,7-Feb-87,Divorced,0,Construction,54,608.08,0,Guarantor,OneMoney,Matabeleland_South,0
RV89135,4,19/10/2025,5/11/2025,15/12/2025,20/10/2028,50123.99,91.2,36,Monthly,Home_Improvement,Female,24-Apr-81,Married,5,Finance,70,,0,Property,Bank_Transfer,Bulawayo,0
PB60078,3,1/2/2026,4/2/2026,6/3/2026,25/1/2028,1924.19,12.65,24,Monthly,Medical,Male,13-Jul-75,Married,2,Government,15,611.75,0,Guarantor,EcoCash,Mashonaland_Central,0
YT88056,0,14/11/2025,20/11/2025,4/1/2026,19/5/2026,2774.01,131.82,6,Monthly,Personal,Female,16-Nov-03,Single,0,Informal_Sector,14,381.26,1,None,OneMoney,Matabeleland_North,0
PP99613,0,31/3/2025,4/4/2025,4/5/2025,3/7/2025,3410.96,105.88,3,Monthly,Equipment,Male,5-Feb-06,Single,2,Retail_Trade,18,465.75,0,None,Cash,Harare,0
HZ11002,4,10/12/2025,27/12/2025,2/2/2026,11/12/2028,13329.24,96.48,36,Monthly,Home_Improvement,Female,16-Sep-86,Divorced,4,NGO,,741.58,1,Property,EcoCash,Mashonaland_Central,0
PM14561,0,11/1/2025,31/1/2025,15/3/2025,1/5/2025,388.56,,3,Monthly,Vehicle,Female,22-Aug-94,Married,0,Agriculture,21,138.75,2,,OneMoney,Manicaland,0
DM40722,1,26/11/2025,2/12/2025,2/1/2026,27/11/2026,6231.07,14.29,12,Monthly,Business_Expansion,Male,22-Jul-90,Married,5,Government,30,518.69,3,,Cash,Mashonaland_Central,0
AD59152,1,5/6/2025,19/6/2025,16/7/2025,14/6/2026,4043.36,123.18,12,Monthly,Working_Capital,Female,27-Sep-95,Married,3,Agriculture,74,418.74,4,Guarantor,Bank_Transfer,Harare,0
OG56880,2,6/8/2025,22/8/2025,20/9/2025,12/8/2027,14979.61,,24,Monthly,Farming_Inputs,Female,30-Oct-96,Married,2,NGO,61,1094.48,0,None,Bank_Transfer,Harare,0
TP85065,5,3/12/2025,14/12/2025,9/1/2026,12/2/2026,71.96,147.48,2,Weekly,Funeral,Female,15-Feb-95,Single,,Agriculture,30,64.09,0,Guarantor,EcoCash,Midlands,0
